id,libro,capitulo,verso,texto
24104,Mateo,26,54,"54 Pero si lo hiciera, ¿cómo se cumplirían las Escrituras, que describen lo que tiene que suceder ahora?»."
24105,Mateo,26,55,55 Luego Jesús le dijo a la multitud:
24106,Mateo,26,56,"56 En ese momento, todos los discípulos lo abandonaron y huyeron."
24107,Mateo,26,57,"57 Jesús ante el Concilio Luego la gente que había arrestado a Jesús lo llevó a la casa de Caifás, el sumo sacerdote, donde se habían reunido los maestros de la ley religiosa y los ancianos."
24108,Mateo,26,58,"58 Mientras tanto, Pedro lo siguió de lejos y llegó al patio del sumo sacerdote. Entró, se sentó con los guardias y esperó para ver cómo acabaría todo."
24109,Mateo,26,59,"59 Adentro, los principales sacerdotes y todo el Concilio Supremo intentaban encontrar testigos que mintieran acerca de Jesús para poder ejecutarlo."
24110,Mateo,26,60,"60 Sin embargo, aunque encontraron a muchos que accedieron a dar un falso testimonio, no pudieron usar el testimonio de ninguno. Finalmente, se presentaron dos hombres"
24111,Mateo,26,61,61 y declararon: «Este hombre dijo: “Puedo destruir el templo de Dios y reconstruirlo en tres días”».
24112,Mateo,26,62,"62 Entonces el sumo sacerdote se puso de pie y le dijo a Jesús: «Bien, ¿no vas a responder a estos cargos? ¿Qué tienes que decir a tu favor?»."
24113,Mateo,26,63,"63 Pero Jesús guardó silencio. Entonces el sumo sacerdote le dijo: —Te exijo, en el nombre del Dios viviente, que nos digas si eres el Mesías, el Hijo de Dios."
24114,Mateo,26,64,64 Jesús respondió:
24115,Mateo,26,65,65 Entonces el sumo sacerdote se rasgó las vestiduras en señal de horror y dijo: «¡Blasfemia! ¿Para qué necesitamos más testigos? Todos han oído la blasfemia que dijo.
24116,Mateo,26,66,66 ¿Cuál es el veredicto?». «¡Culpable! —gritaron—. ¡Merece morir!».
24117,Mateo,26,67,67 Entonces comenzaron a escupirle en la cara a Jesús y a darle puñetazos. Algunos le daban bofetadas
24118,Mateo,26,68,"68 y se burlaban: «¡Profetízanos, Mesías! ¿Quién te golpeó esta vez?»."
24119,Mateo,26,69,"69 Pedro niega a Jesús Mientras tanto, Pedro estaba sentado afuera en el patio. Una sirvienta se acercó y le dijo: —Tú eras uno de los que estaban con Jesús, el galileo."
24120,Mateo,26,70,70 Pero Pedro lo negó frente a todos. —No sé de qué hablas —le dijo.
24121,Mateo,26,71,"71 Más tarde, cerca de la puerta, lo vio otra sirvienta, quien les dijo a los que estaban por ahí: «Este hombre estaba con Jesús de Nazaret »."
24122,Mateo,26,72,"72 Nuevamente, Pedro lo negó, esta vez con un juramento. «Ni siquiera conozco al hombre», dijo."
24123,Mateo,26,73,"73 Un poco más tarde, algunos de los otros que estaban allí se acercaron a Pedro y dijeron: —Seguro que tú eres uno de ellos; nos damos cuenta por el acento galileo que tienes."
24124,Mateo,26,74,"74 Pedro juró: —¡Que me caiga una maldición si les miento! ¡No conozco al hombre! Inmediatamente, el gallo cantó."
24125,Mateo,26,75,"75 De repente, las palabras de Jesús pasaron rápidamente por la mente de Pedro: Y Pedro salió llorando amargamente."
24126,Mateo,27,1,"1 Judas se ahorca Muy temprano por la mañana, los principales sacerdotes y los ancianos del pueblo se juntaron nuevamente para tramar de qué manera ejecutar a Jesús."
24127,Mateo,27,2,"2 Luego, lo ataron, se lo llevaron y lo entregaron a Pilato, el gobernador romano."
24128,Mateo,27,3,"3 Cuando Judas, quien lo había traicionado, se dio cuenta de que habían condenado a muerte a Jesús, se llenó de remordimiento. Así que devolvió las treinta piezas de plata a los principales sacerdotes y a los ancianos."
24129,Mateo,27,4,"4 —He pecado —declaró—, porque traicioné a un hombre inocente. —¿Qué nos importa? —contestaron—. Ese es tu problema."
24130,Mateo,27,5,"5 Entonces Judas tiró las monedas de plata en el templo, salió y se ahorcó."
24131,Mateo,27,6,"6 Los principales sacerdotes recogieron las monedas. «No sería correcto poner este dinero en el tesoro del templo —dijeron—, ya que se usó para pagar un asesinato »."
24132,Mateo,27,7,"7 Luego de discutir unos instantes, finalmente decidieron comprar el campo del alfarero y convertirlo en un cementerio para extranjeros."
24133,Mateo,27,8,8 Por eso todavía se llama el Campo de Sangre.
24134,Mateo,27,9,9 Así se cumplió la profecía de Jeremías que dice: «Tomaron las treinta piezas de plata —el precio que el pueblo de Israel le puso a él—
24135,Mateo,27,10,"10 y compraron el campo del alfarero, como indicó el Señor » ."
24136,Mateo,27,11,"11 Juicio de Jesús ante Pilato Jesús se encontraba frente a Pilato, el gobernador romano. —¿Eres tú el rey de los judíos? —le preguntó el gobernador. —contestó Jesús."
24137,Mateo,27,12,"12 Entonces, cuando los principales sacerdotes y los ancianos presentaron sus acusaciones contra él, Jesús guardó silencio."
24138,Mateo,27,13,13 —¿No oyes todas las acusaciones que presentan en tu contra? —le preguntó Pilato.
24139,Mateo,27,14,"14 Para sorpresa del gobernador, Jesús no respondió a ninguno de esos cargos."
24140,Mateo,27,15,"15 Ahora bien, era costumbre del gobernador cada año, durante la celebración de la Pascua, poner en libertad a un preso —el que la gente quisiera— y entregarlo a la multitud."
24141,Mateo,27,16,"16 Ese año, había un preso de mala fama, un hombre llamado Barrabás."
24142,Mateo,27,17,"17 Al reunirse la multitud frente a la casa de Pilato aquella mañana, él les preguntó: «¿A quién quieren que ponga en libertad, a Barrabás o a Jesús, llamado el Mesías?»."
24143,Mateo,27,18,18 (Él sabía muy bien que los líderes religiosos judíos habían arrestado a Jesús por envidia).
24144,Mateo,27,19,"19 Justo en ese momento, cuando Pilato estaba sentado en el tribunal, su esposa le envió el siguiente mensaje: «Deja en paz a ese hombre inocente. Anoche sufrí una pesadilla terrible con respecto a él»."
24145,Mateo,27,20,"20 Mientras tanto, los principales sacerdotes y los ancianos persuadieron a la multitud para que pidiera la libertad de Barrabás y que se ejecutara a Jesús."
24146,Mateo,27,21,21 Así que el gobernador volvió a preguntar: —¿A cuál de estos dos quieren que les deje en libertad? —¡A Barrabás! —contestó la multitud a gritos.
24147,Mateo,27,22,"22 —Entonces, ¿qué hago con Jesús, llamado el Mesías? —preguntó Pilato. —¡Crucifícalo! —le contestaron a gritos."
24148,Mateo,27,23,23 —¿Por qué? —insistió Pilato—. ¿Qué crimen ha cometido? Pero la turba rugió aún más fuerte: —¡Crucifícalo!
24149,Mateo,27,24,24 Pilato vio que no lograba nada y que se armaba un disturbio. Así que mandó a buscar un recipiente con agua y se lavó las manos delante de la multitud a la vez que decía: —Soy inocente de la sangre de este hombre. La responsabilidad es de ustedes.
24150,Mateo,27,25,"25 Y la gente respondió a gritos: —¡Nos haremos responsables de su muerte, nosotros y nuestros hijos!"
24151,Mateo,27,26,"26 Así fue que Pilato dejó a Barrabás en libertad. Mandó azotar a Jesús con un látigo que tenía puntas de plomo, y después lo entregó a los soldados romanos para que lo crucificaran."
24152,Mateo,27,27,27 Los soldados se burlan de Jesús Algunos de los soldados del gobernador llevaron a Jesús al cuartel y llamaron a todo el regimiento.
24153,Mateo,27,28,28 Le quitaron la ropa y le pusieron un manto escarlata.
24154,Mateo,27,29,29 Armaron una corona con ramas de espinos y se la pusieron en la cabeza y le colocaron una caña de junco en la mano derecha como si fuera un cetro. Luego se arrodillaron burlonamente delante de él mientras se mofaban: «¡Viva el rey de los judíos!».
24155,Mateo,27,30,"30 Lo escupieron, le quitaron la caña de junco y lo golpearon en la cabeza con ella."
24156,Mateo,27,31,"31 Cuando al fin se cansaron de hacerle burla, le quitaron el manto y volvieron a ponerle su propia ropa. Luego lo llevaron para crucificarlo."
24157,Mateo,27,32,"32 La crucifixión En el camino, se encontraron con un hombre llamado Simón, quien era de Cirene, y los soldados lo obligaron a llevar la cruz de Jesús."
24158,Mateo,27,33,33 Salieron a un lugar llamado Gólgota (que significa «Lugar de la Calavera»).
24159,Mateo,27,34,"34 Los soldados le dieron a Jesús vino mezclado con hiel amarga, pero cuando la probó, se negó a beberla."
24160,Mateo,27,35,"35 Después de clavarlo en la cruz, los soldados sortearon su ropa tirando los dados."
24161,Mateo,27,36,36 Luego se sentaron alrededor e hicieron guardia mientras él estaba colgado allí.
24162,Mateo,27,37,"37 Encima de la cabeza de Jesús, colocaron un letrero, que anunciaba el cargo en su contra. Decía: «Este es Jesús, el Rey de los judíos»."
24163,Mateo,27,38,"38 Con él crucificaron a dos revolucionarios, uno a su derecha y otro a su izquierda."
24164,Mateo,27,39,39 La gente que pasaba por allí gritaba insultos y movía la cabeza en forma burlona.
24165,Mateo,27,40,"40 «¡Pero mírate ahora! —le gritaban—. Dijiste que ibas a destruir el templo y a reconstruirlo en tres días. Muy bien, si eres el Hijo de Dios, sálvate a ti mismo y bájate de la cruz»."
24166,Mateo,27,41,"41 Los principales sacerdotes, los maestros de la ley religiosa y los ancianos también se burlaban de Jesús."
24167,Mateo,27,42,"42 «Salvó a otros —se mofaban—, ¡pero no puede salvarse a sí mismo! Con que es el Rey de Israel, ¿no? ¡Que baje de la cruz ahora mismo y creeremos en él!"
24168,Mateo,27,43,"43 Confió en Dios, entonces, ¡que Dios lo rescate ahora si lo quiere! Pues dijo: “Soy el Hijo de Dios”»."
24169,Mateo,27,44,44 Hasta los revolucionarios que estaban crucificados con Jesús se burlaban de él de la misma manera.
24170,Mateo,27,45,"45 Muerte de Jesús Al mediodía, la tierra se llenó de oscuridad hasta las tres de la tarde."
24171,Mateo,27,46,"46 A eso de las tres de la tarde, Jesús clamó en voz fuerte: que significa"
24172,Mateo,27,47,47 Algunos que pasaban por allí entendieron mal y pensaron que estaba llamando al profeta Elías.
24173,Mateo,27,48,"48 Uno de ellos corrió y empapó una esponja en vino agrio, la puso sobre una caña de junco y la levantó para que pudiera beber."
24174,Mateo,27,49,49 Pero los demás dijeron: «¡Espera! A ver si Elías viene a salvarlo» .
24175,Mateo,27,50,50 Entonces Jesús volvió a gritar y entregó su espíritu.
24176,Mateo,27,51,"51 En ese momento, la cortina del santuario del templo se rasgó en dos, de arriba a abajo. La tierra tembló, las rocas se partieron en dos,"
24177,Mateo,27,52,52 y las tumbas se abrieron. Los cuerpos de muchos hombres y mujeres justos que habían muerto resucitaron.
24178,Mateo,27,53,"53 Salieron del cementerio luego de la resurrección de Jesús, entraron en la santa ciudad de Jerusalén y se aparecieron a mucha gente."
24179,Mateo,27,54,54 El oficial romano y los otros soldados que estaban en la crucifixión quedaron aterrorizados por el terremoto y por todo lo que había sucedido. Dijeron: «¡Este hombre era verdaderamente el Hijo de Dios!».
24180,Mateo,27,55,"55 Muchas mujeres que habían llegado desde Galilea con Jesús para cuidar de él, miraban de lejos."
24181,Mateo,27,56,"56 Entre ellas estaban María Magdalena, María (la madre de Santiago y José), y la madre de Santiago y Juan, los hijos de Zebedeo."
24182,Mateo,27,57,"57 Entierro de Jesús Al acercarse la noche, José, un hombre rico de Arimatea que se había convertido en seguidor de Jesús,"
24183,Mateo,27,58,58 fue a ver a Pilato y le pidió el cuerpo de Jesús. Pilato emitió una orden para que se lo entregaran.
24184,Mateo,27,59,59 José tomó el cuerpo y lo envolvió en un largo lienzo de lino limpio.
24185,Mateo,27,60,"60 Lo colocó en una tumba nueva, su propia tumba que había sido tallada en la roca. Luego hizo rodar una gran piedra para tapar la entrada y se fue."
24186,Mateo,27,61,61 Tanto María Magdalena como la otra María estaban sentadas frente a la tumba y observaban.
24187,Mateo,27,62,"62 La guardia en la tumba Al día siguiente, que era el día de descanso, los principales sacerdotes y los fariseos fueron a ver a Pilato."
24188,Mateo,27,63,"63 Le dijeron: —Señor, recordamos lo que dijo una vez ese mentiroso cuando todavía estaba con vida: “Luego de tres días resucitaré de los muertos”."
24189,Mateo,27,64,"64 Por lo tanto, le pedimos que selle la tumba hasta el tercer día. Eso impedirá que sus discípulos vayan y roben su cuerpo, y luego le digan a todo el mundo que él resucitó de los muertos. Si eso sucede, estaremos peor que al principio."
24190,Mateo,27,65,65 Pilato les respondió: —Tomen guardias y aseguren la tumba lo mejor que puedan.
24191,Mateo,27,66,66 Entonces ellos sellaron la tumba y pusieron guardias para que la protegieran.
24192,Mateo,28,1,"1 La resurrección El domingo por la mañana temprano, cuando amanecía el nuevo día, María Magdalena y la otra María fueron a visitar la tumba."
24193,Mateo,28,2,"2 ¡De repente, se produjo un gran terremoto! Pues un ángel del Señor descendió del cielo, corrió la piedra a un lado y se sentó sobre ella."
24194,Mateo,28,3,"3 Su rostro brillaba como un relámpago, y su ropa era blanca como la nieve."
24195,Mateo,28,4,4 Los guardias temblaron de miedo cuando lo vieron y cayeron desmayados por completo.
24196,Mateo,28,5,"5 Entonces, el ángel les habló a las mujeres: «¡No teman! —dijo—. Sé que buscan a Jesús el que fue crucificado."
24197,Mateo,28,6,"6 ¡No está aquí! Ha resucitado tal como dijo que sucedería. Vengan, vean el lugar donde estaba su cuerpo."
24198,Mateo,28,7,"7 Y ahora, vayan rápidamente y cuéntenles a sus discípulos que ha resucitado y que va delante de ustedes a Galilea. Allí lo verán. Recuerden lo que les he dicho»."
24199,Mateo,28,8,"8 Las mujeres se fueron a toda prisa. Estaban asustadas pero a la vez llenas de gran alegría, y se apresuraron para dar el mensaje del ángel a los discípulos."
24200,Mateo,28,9,"9 Mientras iban, Jesús les salió al encuentro y las saludó. Ellas corrieron hasta él, abrazaron sus pies y lo adoraron."
24201,Mateo,28,10,10 Entonces Jesús les dijo:
24202,Mateo,28,11,"11 El informe de los guardias Mientras las mujeres estaban en camino, algunos de los guardias entraron en la ciudad y les contaron a los principales sacerdotes lo que había sucedido."
24203,Mateo,28,12,"12 Se convocó a una reunión con los ancianos, y decidieron dar a los soldados un gran soborno."
24204,Mateo,28,13,"13 Les dijeron: «Ustedes deben decir: “Los discípulos de Jesús vinieron durante la noche, mientras dormíamos, y robaron el cuerpo”."
24205,Mateo,28,14,"14 Si llega a oídos del gobernador, nosotros los respaldaremos, así no se meterán en problemas»."
24206,Mateo,28,15,15 Entonces los guardias aceptaron el soborno y dijeron lo que les habían ordenado. Su historia corrió por todas partes entre los judíos y la siguen contando hasta el día de hoy.
24207,Mateo,28,16,16 La gran comisión Entonces los once discípulos salieron hacia Galilea y se dirigieron al monte que Jesús les había indicado.
24208,Mateo,28,17,"17 Cuando vieron a Jesús, lo adoraron, ¡pero algunos de ellos dudaban!"
24209,Mateo,28,18,18 Jesús se acercó y dijo a sus discípulos:
24210,Mateo,28,19,"19 Por lo tanto, vayan y hagan discípulos de todas las naciones, bautizándolos en el nombre del Padre y del Hijo y del Espíritu Santo."
24211,Mateo,28,20,"20 Enseñen a los nuevos discípulos a obedecer todos los mandatos que les he dado. Y tengan por seguro esto: que estoy con ustedes siempre, hasta el fin de los tiempos»."
24212,Marcos,1,1,"1 Juan el Bautista prepara el camino Esta es la Buena Noticia acerca de Jesús el Mesías, el Hijo de Dios. Comenzó"
24213,Marcos,1,2,"2 tal como el profeta Isaías había escrito: «Mira, envío mi mensajero delante de ti, y él preparará tu camino."
24214,Marcos,1,3,3 Es una voz que clama en el desierto: “¡Preparen el camino para la venida del Señor ! ¡Ábranle camino!”» .
24215,Marcos,1,4,4 Ese mensajero era Juan el Bautista. Estaba en el desierto y predicaba que la gente debía ser bautizada para demostrar que se había arrepentido de sus pecados y vuelto a Dios para ser perdonada.
24216,Marcos,1,5,"5 Toda la gente de Judea, incluidos los habitantes de Jerusalén, salían para ver y oír a Juan; y cuando confesaban sus pecados, él los bautizaba en el río Jordán."
24217,Marcos,1,6,6 Juan usaba ropa tejida con pelo rústico de camello y llevaba puesto un cinturón de cuero alrededor de la cintura. Se alimentaba con langostas y miel silvestre.
24218,Marcos,1,7,"7 Juan anunciaba: «Pronto viene alguien que es superior a mí, tan superior que ni siquiera soy digno de inclinarme como un esclavo y desatarle las correas de sus sandalias."
24219,Marcos,1,8,"8 Yo los bautizo con agua, ¡pero él los bautizará con el Espíritu Santo!»."
24220,Marcos,1,9,"9 Bautismo y tentación de Jesús Cierto día, Jesús llegó de Nazaret de Galilea, y Juan lo bautizó en el río Jordán."
24221,Marcos,1,10,"10 Cuando Jesús salió del agua, vio que el cielo se abría y el Espíritu Santo descendía sobre él como una paloma."
24222,Marcos,1,11,11 Y una voz dijo desde el cielo: «Tú eres mi Hijo muy amado y me das gran gozo».
24223,Marcos,1,12,"12 Luego el Espíritu lo impulsó a ir al desierto,"
24224,Marcos,1,13,"13 donde Jesús fue tentado por Satanás durante cuarenta días. Estaba a la intemperie entre los animales salvajes, y los ángeles lo cuidaban."
24225,Marcos,1,14,"14 Más tarde, después del arresto de Juan, Jesús entró en Galilea, donde predicó la Buena Noticia de Dios."
24226,Marcos,1,15,15 —anunciaba—.
24227,Marcos,1,16,"16 Primeros discípulos Cierto día, mientras Jesús caminaba por la orilla del mar de Galilea, vio a Simón y a su hermano Andrés que echaban la red al agua, porque vivían de la pesca."
24228,Marcos,1,17,17 Jesús los llamó:
24229,Marcos,1,18,18 Y enseguida dejaron las redes y lo siguieron.
24230,Marcos,1,19,"19 Un poco más adelante por la orilla, Jesús vio a Santiago y a Juan, hijos de Zebedeo, en una barca, reparando las redes."
24231,Marcos,1,20,"20 Los llamó de inmediato y ellos también lo siguieron, dejando a su padre Zebedeo en la barca con los hombres contratados."
24232,Marcos,1,21,"21 Jesús expulsa a un espíritu maligno Jesús y sus compañeros fueron al pueblo de Capernaúm. Cuando llegó el día de descanso, Jesús entró en la sinagoga y comenzó a enseñar."
24233,Marcos,1,22,"22 La gente quedó asombrada de su enseñanza, porque lo hacía con verdadera autoridad, algo completamente diferente de lo que hacían los maestros de la ley religiosa."
24234,Marcos,1,23,"23 De pronto, un hombre en la sinagoga, que estaba poseído por un espíritu maligno, comenzó a gritar:"
24235,Marcos,1,24,"24 «¿Por qué te entrometes con nosotros, Jesús de Nazaret? ¿Has venido a destruirnos? ¡Yo sé quién eres: el Santo de Dios!»."
24236,Marcos,1,25,25 —lo interrumpió Jesús y le ordenó—:
24237,Marcos,1,26,"26 En ese mismo momento, el espíritu soltó un alarido, le causó convulsiones al hombre y luego salió de él."
24238,Marcos,1,27,"27 El asombro se apoderó de la gente, y todos comenzaron a hablar de lo que había ocurrido. «¿Qué clase de enseñanza nueva es esta? —se preguntaban con emoción—. ¡Tiene tanta autoridad! ¡Hasta los espíritus malignos obedecen sus órdenes!»."
24239,Marcos,1,28,28 Las noticias acerca de Jesús corrieron velozmente por toda la región de Galilea.
24240,Marcos,1,29,"29 Jesús sana a mucha gente Después Jesús salió de la sinagoga con Santiago y Juan, y fueron a la casa de Simón y Andrés."
24241,Marcos,1,30,30 Resulta que la suegra de Simón estaba enferma en cama con mucha fiebre. Se lo contaron a Jesús de inmediato.
24242,Marcos,1,31,"31 Él se acercó a la cama, la tomó de la mano y la ayudó a sentarse. Entonces la fiebre se fue, y ella les preparó una comida."
24243,Marcos,1,32,"32 Esa tarde, después de la puesta del sol, le llevaron a Jesús muchos enfermos y endemoniados."
24244,Marcos,1,33,33 El pueblo entero se juntó en la puerta para mirar.
24245,Marcos,1,34,"34 Entonces Jesús sanó a mucha gente que padecía de diversas enfermedades y expulsó a muchos demonios, pero como los demonios sabían quién era él, no los dejó hablar."
24246,Marcos,1,35,"35 Jesús predica en Galilea A la mañana siguiente, antes del amanecer, Jesús se levantó y fue a un lugar aislado para orar."
24247,Marcos,1,36,"36 Más tarde, Simón y los otros salieron a buscarlo."
24248,Marcos,1,37,"37 Cuando lo encontraron, le dijeron: —Todos te están buscando."
24249,Marcos,1,38,38 Jesús les respondió:
24250,Marcos,1,39,"39 Así que recorrió toda la región de Galilea, predicando en las sinagogas y expulsando demonios."
24251,Marcos,1,40,"40 Jesús sana a un leproso Un hombre con lepra se acercó, se arrodilló ante Jesús y le suplicó que lo sanara. —Si tú quieres, puedes sanarme y dejarme limpio —dijo."
24252,Marcos,1,41,"41 Movido a compasión, Jesús extendió la mano y lo tocó. —dijo—."
24253,Marcos,1,42,"42 Al instante, la lepra desapareció y el hombre quedó sano."
24254,Marcos,1,43,43 Entonces Jesús lo despidió con una firme advertencia:
24255,Marcos,1,44,"44 —No se lo cuentes a nadie. En cambio, preséntate ante el sacerdote y deja que te examine. Lleva contigo la ofrenda que exige la ley de Moisés a los que son sanados de lepra. Esto será un testimonio público de que has quedado limpio."
24256,Marcos,1,45,"45 Pero el hombre hizo correr la voz proclamando a todos lo que había sucedido. Como resultado, grandes multitudes pronto rodearon a Jesús, de modo que ya no pudo entrar abiertamente en ninguna ciudad. Tenía que quedarse en lugares apartados, pero aun así gente de todas partes seguía acudiendo a él."
24257,Marcos,2,1,"1 Jesús sana a un paralítico Cuando Jesús regresó a Capernaúm varios días después, enseguida corrió la voz de que había vuelto a casa."
24258,Marcos,2,2,"2 Pronto la casa donde se hospedaba estaba tan llena de visitas que no había lugar ni siquiera frente a la puerta. Mientras él les predicaba la palabra de Dios,"
24259,Marcos,2,3,3 llegaron cuatro hombres cargando a un paralítico en una camilla.
24260,Marcos,2,4,"4 Como no podían llevarlo hasta Jesús debido a la multitud, abrieron un agujero en el techo, encima de donde estaba Jesús. Luego bajaron al hombre en la camilla, justo delante de Jesús."
24261,Marcos,2,5,"5 Al ver la fe de ellos, Jesús le dijo al paralítico:"
24262,Marcos,2,6,6 Algunos de los maestros de la ley religiosa que estaban allí sentados pensaron:
24263,Marcos,2,7,7 «¿Qué es lo que dice? ¡Es una blasfemia! ¡Solo Dios puede perdonar pecados!».
24264,Marcos,2,8,"8 En ese mismo instante, Jesús supo lo que pensaban, así que les preguntó:"
24265,Marcos,2,9,"9 ¿Qué es más fácil decirle al paralítico: “Tus pecados son perdonados” o “Ponte de pie, toma tu camilla y camina”?"
24266,Marcos,2,10,10 Entonces Jesús miró al paralítico y dijo:
24267,Marcos,2,11,"11 «¡Ponte de pie, toma tu camilla y vete a tu casa!»."
24268,Marcos,2,12,"12 Y el hombre se levantó de un salto, tomó su camilla y salió caminando entre los espectadores, que habían quedado atónitos. Todos estaban asombrados y alababan a Dios, exclamando: «¡Jamás hemos visto algo así!»."
24269,Marcos,2,13,13 Jesús llama a Leví (Mateo) Entonces Jesús salió de nuevo a la orilla del lago y enseñó a las multitudes que se acercaban a él.
24270,Marcos,2,14,"14 Mientras caminaba, vio a Leví, hijo de Alfeo, sentado en su cabina de cobrador de impuestos. le dijo Jesús. Entonces Leví se levantó y lo siguió."
24271,Marcos,2,15,"15 Más tarde, Leví invitó a Jesús y a sus discípulos a una cena en su casa, junto con muchos cobradores de impuestos y otros pecadores de mala fama. (Había mucha de esa clase de gente entre los seguidores de Jesús)."
24272,Marcos,2,16,"16 Cuando los maestros de la ley religiosa, que eran fariseos, lo vieron comer con los cobradores de impuestos y otros pecadores, preguntaron a los discípulos: «¿Por qué come con semejante escoria? »."
24273,Marcos,2,17,"17 Cuando Jesús los oyó, les dijo:"
24274,Marcos,2,18,"18 Discusión acerca del ayuno Cierta vez que los discípulos de Juan y los fariseos ayunaban, algunas personas se acercaron a Jesús y le preguntaron: —¿Por qué tus discípulos no ayunan, como lo hacen los discípulos de Juan y los fariseos?"
24275,Marcos,2,19,19 Jesús les contestó:
24276,Marcos,2,20,"20 pero un día el novio será llevado, y entonces sí ayunarán."
24277,Marcos,2,21,"21 »Además, ¿a quién se le ocurriría remendar una prenda vieja con tela nueva? Pues el remiendo nuevo encogería y se desprendería de la tela vieja, lo cual dejaría una rotura aún mayor que la anterior."
24278,Marcos,2,22,"22 »Y nadie pone vino nuevo en cueros viejos. Pues el vino reventaría los cueros, y tanto el vino como los cueros se echarían a perder. El vino nuevo necesita cueros nuevos."
24279,Marcos,2,23,"23 Discusión acerca del día de descanso Cierto día de descanso, mientras Jesús caminaba por unos terrenos sembrados, sus discípulos comenzaron a arrancar espigas de grano para comer."
24280,Marcos,2,24,"24 Entonces los fariseos le dijeron a Jesús: —Mira, ¿por qué tus discípulos violan la ley al cosechar granos en el día de descanso?"
24281,Marcos,2,25,25 Jesús les dijo:
24282,Marcos,2,26,"26 Entró en la casa de Dios (en el tiempo que Abiatar era sumo sacerdote) y violó la ley al comer los panes sagrados que solo a los sacerdotes se les permite comer, y también les dio una porción a sus compañeros."
24283,Marcos,2,27,27 Después Jesús les dijo: .
24284,Marcos,2,28,"28 Así que el Hijo del Hombre es Señor, ¡incluso del día de descanso!"
24285,Marcos,3,1,1 Jesús sana en el día de descanso Jesús entró de nuevo en la sinagoga y vio a un hombre que tenía una mano deforme.
24286,Marcos,3,2,"2 Como era el día de descanso, los enemigos de Jesús lo vigilaban de cerca. Si sanaba la mano del hombre, tenían pensado acusarlo por trabajar en el día de descanso."
24287,Marcos,3,3,3 Jesús le dijo al hombre con la mano deforme:
24288,Marcos,3,4,4 Luego se dirigió a sus acusadores y les preguntó: Pero ellos no quisieron contestarle.
24289,Marcos,3,5,"5 Jesús miró con enojo a los que lo rodeaban, profundamente entristecido por la dureza de su corazón. Entonces le dijo al hombre: Así que el hombre la extendió, ¡y la mano quedó restaurada!"
24290,Marcos,3,6,6 Los fariseos salieron enseguida y se reunieron con los partidarios de Herodes para tramar cómo matar a Jesús.
24291,Marcos,3,7,"7 Multitudes siguen a Jesús Jesús fue al lago con sus discípulos, y una gran multitud lo siguió. La gente llegaba de toda Galilea, Judea,"
24292,Marcos,3,8,"8 Jerusalén, Idumea, del oriente del río Jordán y de lugares tan al norte como Tiro y Sidón. Las noticias sobre sus milagros corrían por todas partes, y una enorme cantidad de personas llegó para verlo."
24293,Marcos,3,9,9 Jesús encargó a sus discípulos que prepararan una barca para que la multitud no lo apretujara.
24294,Marcos,3,10,"10 Ese día sanó a tanta gente, que todos los enfermos empujaban hacia adelante para poder tocarlo."
24295,Marcos,3,11,"11 Y, cuando los que estaban poseídos por espíritus malignos lo veían, los espíritus los arrojaban al suelo frente a él y gritaban: «¡Tú eres el Hijo de Dios!»;"
24296,Marcos,3,12,12 pero Jesús ordenó severamente a los espíritus que no revelaran quién era él.
24297,Marcos,3,13,13 Jesús escoge a los doce apóstoles Tiempo después Jesús subió a un monte y llamó a los que quería que lo acompañaran. Todos ellos se acercaron a él.
24298,Marcos,3,14,"14 Luego nombró a doce de ellos y los llamó sus apóstoles. Ellos lo acompañarían, y él los enviaría a predicar"
24299,Marcos,3,15,15 y les daría autoridad para expulsar demonios.
24300,Marcos,3,16,"16 Estos son los doce que escogió: Simón (a quien llamó Pedro),"
24301,Marcos,3,17,"17 Santiago y Juan (los hijos de Zebedeo, a quienes Jesús apodó «hijos del trueno» ),"
24302,Marcos,3,18,"18 Andrés, Felipe, Bartolomé, Mateo, Tomás, Santiago (hijo de Alfeo), Tadeo, Simón (el zelote ),"
24303,Marcos,3,19,19 Judas Iscariote (quien después lo traicionó).
24304,Marcos,3,20,"20 Jesús y el príncipe de los demonios Cierta vez, Jesús entró en una casa y las multitudes empezaron a juntarse nuevamente. Pronto ni él ni sus discípulos encontraron un momento para comer."
24305,Marcos,3,21,"21 Cuando sus familiares oyeron lo que sucedía, intentaron llevárselo. «Está fuera de sí», decían."
24306,Marcos,3,22,"22 Pero los maestros de la ley religiosa que habían llegado de Jerusalén decían: «Está poseído por Satanás, el príncipe de los demonios. De él recibe el poder para expulsar los demonios»."
24307,Marcos,3,23,23 Jesús los llamó para que se acercaran y respondió con una ilustración. —preguntó—.
24308,Marcos,3,24,"24 Un reino dividido por una guerra civil, acabará destruido."
24309,Marcos,3,25,25 De la misma manera una familia dividida por peleas se desintegrará.
24310,Marcos,3,26,"26 Si Satanás está dividido y pelea contra sí mismo, ¿cómo podrá mantenerse en pie? Nunca sobreviviría."
24311,Marcos,3,27,"27 Permítanme darles otra ilustración. ¿Quién tiene suficiente poder para entrar en la casa de un hombre fuerte como Satanás y saquear sus bienes? Solo alguien aún más fuerte, alguien que pudiera atarlo y después saquear su casa."
24312,Marcos,3,28,"28 »Les digo la verdad, cualquier pecado y blasfemia pueden ser perdonados,"
